id,name,active,is_company,state_id/id,street,street2,zip,city,country_id/id,property_payment_term/id,phone,fax,email,website,ref,lang,sageecommerce,pwecommerce,property_account_position
res.partner_RETAI1,RETAIL TRADE GROUP (BUIDELTJE),True,True,,LINEUSSTRAAT 100,,1092,CR AMSTERDAM,,account_payment_term.30joursnet,0031 206940062,,,,RETAI1,Dutch / Nederlands,RETAI1,gujir737,Régime Intra-Communautaire
res.partner_REUL01,REUL FRERES,True,True,,HANDELSSTRASSE 7,,4700,EUPEN,,account_payment_term.30joursnet,,,,,REUL01,French / Français,REUL01,cudeg124,Régime National
res.partner_REVES1,RÊVES & FANTAISIES,True,True,,"27, RUE DU VAL",,22400,LAMBALLE,,account_payment_term.60joursfindemois,02 96500883,,socasom@yahoo.fr,,REVES1,French / Français,REVES1,xifiv694,Régime Intra-Communautaire
res.partner_REYNAU,REYNAUD,True,True,,29 TER. RUE CARNOT,,5000,GAP,,account_payment_term.60joursfindemois,0033 492510362,00033 492518039,,,REYNAU,French / Français,REYNAU,zicus969,Régime Intra-Communautaire
res.partner_REYNE,LEDER REYNE BVBA,True,True,,NEDERKOUTER . 121,,9000,GENT,,account_payment_term.30joursnet,09 2231463,09 2230567,,,REYNE,Dutch / Nederlands,REYNE,qekut351,Régime National
res.partner_RICHTE,KOFFER-RICHTER,True,True,res.state_SACHSEN,HAINSTR. 1,,8209,AUERBACH,,account_payment_term.30joursnet,03744.21.38.18,,,,RICHTE,English,RICHTE,loxof851,Régime Intra-Communautaire
res.partner_RIEGER,LEDER-RIEGER (1540068357),True,True,res.state_HESSEN,HAUPTSTRASSE 38,,63619,BAD ORB,,account_payment_term.30joursnet,+49 6052 2271 ,,,,RIEGER,English,RIEGER,cuduk416,Régime Intra-Communautaire
res.partner_RIGA,RIGA BVBA,True,True,,"HUIDEVETTERSSTRAAT, 38-40",,2000,ANTWERPEN,,account_payment_term.30joursnet,03 2321253,,,,RIGA,Dutch / Nederlands,RIGA,xarok906,Régime National
res.partner_RIVES1,RIVES,True,True,,CC VELIZY 2,,78140,VELIZY VILLACOUBLAY,,account_payment_term.60joursfindemois,0033 142602780,,,,RIVES1,French / Français,RIVES1,tozuc198,Régime Intra-Communautaire
res.partner_RIVES2,RIVES RIVOLI,True,True,,"156, RUE DE RIVOLI",,75001,PARIS,,account_payment_term.60joursfindemois,0033 142788010,,,,RIVES2,French / Français,,,Régime Intra-Communautaire
res.partner_RIVIER,RIVIERA REIZEN,True,True,,KERKSTRAAT 35,,9220,HAMME,,account_payment_term.30joursnet,052 479694,052 472904,,,RIVIER,Dutch / Nederlands,RIVIER,vizul907,Régime National
res.partner_RIZISC,RIZI SCHUH+LEDERW.,True,True,res.state_SACHSEN,AN DER SPINNEREI 8,,1705,FREITAL,,account_payment_term.30joursnet,0351.4.60.21.62,,,,RIZISC,English,RIZISC,budod897,Régime Intra-Communautaire
res.partner_RKPROP,R.K.PROPERTIES Sp.zoo,True,True,,ELEKTRONOWA . 8,,94-103,LODZ,,account_payment_term.ttbeforeshipment,+48 606 206 802 ,,,,RKPROP,English,,,Régime Intra-Communautaire
res.partner_RMC001,RMC,True,True,,"3, COURS DU TRIANGLE",,92939,PARIS LA DEFENSE,,account_payment_term.60joursfindemois,,,,,RMC001,French / Français,RMC001,tibuq391,Régime Intra-Communautaire
res.partner_RMODA1,R MODA AGENZIA DI RAPPRESENTTANZA,True,True,,"VIA APPIA NUOVA, 519",,181,ROMA,,account_payment_term.30joursnet,0039 3332019282,,,,RMODA1,English,RMODA1,demet879,Régime Intra-Communautaire
res.partner_ROBEDE,ROBE DE COUR,True,True,,"5, RUE EMILE GILBERT",,75012,PARIS,,account_payment_term.60joursfindemois,0033 140020355,,,,ROBEDE,French / Français,ROBEDE,femik313,Régime Intra-Communautaire
res.partner_ROBERT,DAVID ROBERTS,True,True,,80 THE BROADWAY,,SS9 1AE,LEIGH-ON-SEA,,account_payment_term.30joursnet,0044 1702719007,0044 1702719003,,,ROBERT,English,ROBERT,bivil500,Régime Intra-Communautaire
res.partner_ROBIN1,LA MALLE DE CLAIRE (SARL ROBIN),True,True,,"25, RUE TRAVOT",,85100,LES SABLES D'OLONNE,,account_payment_term.60joursfindemois,0033 251320514,,,,ROBIN1,French / Français,ROBIN1,gomor599,Régime Intra-Communautaire
res.partner_RODELE,RODE LEDERWAREN,True,True,res.state_NIEDERSACHSEN,AUF DER SPIEGELBRÜCKE  5,,37115,DUDERSTADT,,account_payment_term.30joursnet,0049 55271255,0049 55274095,,,RODELE,English,RODELE,pizof513,Régime Intra-Communautaire
res.partner_RODICO,RODICO (N°1550074037),True,True,,POSTSTRAAT . 3,,4301,AA ZIERIKZEE,,account_payment_term.30joursnet,0111.42.14.98,111411637,rodico@zeelandnet.nl,,RODICO,Dutch / Nederlands,RODICO,qomet765,Régime Intra-Communautaire
res.partner_RODRIM,BOLSOS RODRIMAR,True,True,,"AVENIDA MADRE MARIA AZNAR, 73",,4009,ALMERIA,,account_payment_term.ttbeforeshipment,0034 950143733,,info@bolsosrodrimar.es,,RODRIM,English,RODRIM,lemuz683,Régime Intra-Communautaire
res.partner_ROELS1,ROELS,True,True,,HOGEWEG . 131,,9500,gee,,account_payment_term.30joursnet,054 416494,054 243150,,,ROELS1,Dutch / Nederlands,ROELS1,renaz612,Régime National
res.partner_ROESSI,ROESSINGH DIENSTEN GROEP,True,True,,POSTBUS . 310,,7500,AH  ENSCHEDE,,account_payment_term.30joursnet,,,,,ROESSI,Dutch / Nederlands,ROESSI,zokec621,Régime Intra-Communautaire
res.partner_ROETS,ROETS WALTER,True,True,,RUSSELBECKSTRAAT . 5,,3590,DIEPENBEEK,,account_payment_term.30joursnet,011.32.28.51,,,,ROETS,French / Français,ROETS,sogas814,Régime National
res.partner_ROGER,ROGER ED,True,True,,22 . RUE DES FOUARGES,,4500,HUY,,account_payment_term.30joursnet,085 211006,085 232660,mail@edroger.be,www.edroger.be,ROGER,French / Français,ROGER,pizec013,Régime National
res.partner_ROLAND,ROLAND,True,True,,KOMEDIEPLEIN . 3,,2000,ANTWERPEN,,account_payment_term.30joursnet,03 2335183,,,,ROLAND,French / Français,ROLAND,xelip377,Régime National
res.partner_RONSE,RONSE CH. BVBA,True,True,,HAVENLAAN . 16,,1080,BRUXELLES,,account_payment_term.30joursnet,,,,,RONSE,French / Français,RONSE,kanog718,Régime National
res.partner_ROSKAM,ROSKAM JEROME,True,True,,"RUE DES FOUARGES, 2",,4500,HUY,,account_payment_term.30joursnet,085 512085,,,,ROSKAM,French / Français,ROSKAM,xukif994,Régime National
res.partner_ROSSA,ROSSA WALTER,True,True,,9. RUE JULES CLASKIN,,4460,GRACE-HOLLOGNE,,account_payment_term.30joursnet,04 2343437,04 2340012,,,ROSSA,French / Français,ROSSA,qutir761,Régime National
res.partner_ROSSI1,DITTA ROSSI DI GIACOBBE LUCA,True,True,,"VIA LUCCOLI, 37R",,16123,GENOVA,,account_payment_term.30joursnet,0039 102474538,0039 010 2474538,,,ROSSI1,English,ROSSI1,gifop474,Régime Intra-Communautaire
res.partner_ROSSPH,ROSS PHARMACY,True,True,,CORIC ROAD,,,"FERMOY, CO. CORK",,account_payment_term.ttbeforeshipment,0044 03532540813,,,,ROSSPH,English,ROSSPH,zajof518,Régime Intra-Communautaire
res.partner_ROTHJU,JÜRGEN ROTH,True,True,,STRASSE DES FRIEDENS 6 A ,,14476,POSTDAM OT SATZKORN,,account_payment_term.30joursnet,3327488969,3327488969,,,ROTHJU,English,ROTHJU,Pionier49,Régime Intra-Communautaire
res.partner_ROTHL1,LEDERWAREN ROTH,True,True,res.state_RHEINLAND-PFALZ,BAHNHOFSTRASSE 19,,54662,SPEICHER,,account_payment_term.30joursnet,0049 6562930043,0049 6562930045,lederwarenroth@t-online.de,,ROTHL1,English,ROTHL1,rerer560,Régime Intra-Communautaire
res.partner_ROTHLE,ROTH LEDERWAREN,True,True,res.state_SACHSEN,FLEISCHERGASSE 13,,1662,MEISSEN,,account_payment_term.30joursnet,,,,,ROTHLE,English,ROTHLE,qikid756,Régime Intra-Communautaire
res.partner_ROUILL,MADAME ROUILLY J.,True,True,,12 . RUE SE ST ETIENNE,,45000,ORLEANS,,account_payment_term.60joursfindemois,,,,,ROUILL,French / Français,ROUILL,zuxek309,Régime Intra-Communautaire
res.partner_ROULA1,ROULARTA MEDIA NEDERLAND BV,True,True,,SMEDERIJSTRAAT . 2,,4814DB,BREDA,,account_payment_term.30joursnet,0031 356925283,0031 356925202,,,ROULA1,Dutch / Nederlands,ROULA1,gulan861,Régime Intra-Communautaire
res.partner_ROULET,ETS ROULET SARL,True,True,,"12, RUE IVROY",,38000,GRENOBLE,,account_payment_term.60joursfindemois,0033 476969144,0033 476966500,,,ROULET,French / Français,ROULET,zuraj272,Régime Intra-Communautaire
res.partner_ROY,MAROQUINERIE EVASION,True,True,,3 . RUE CHARLES MORIN,,76260,EU,,account_payment_term.60joursfindemois,0033 235861756,,,,ROY,French / Français,ROY,lobug867,Régime Intra-Communautaire
res.partner_ROYA,ROYAL PARFUM,True,True,,33 . BD MARECHAL FAYOLLE,,43000,LE PUY-EN-VELAY,,account_payment_term.60joursfindemois,0033 471092858,0033 471029474,,,ROYA,French / Français,ROYA,duvoc067,Régime Intra-Communautaire
res.partner_ROYAL1,ROYAL CUIR,True,True,,"26, RUE DES VICTOIRES",,76190,YVETOT,,account_payment_term.60joursfindemois,0033 235950835,,,,ROYAL1,French / Français,ROYAL1,pikeq636,Régime Intra-Communautaire
res.partner_ROYALC,ROYAL CADEAU - KUI EURL,True,True,,15 . RUE DE LILLE,,59200,TOURCOING,,account_payment_term.60joursfindemois,03.20.11.06.57,,,,ROYALC,French / Français,ROYALC,xujur114,Régime Intra-Communautaire
res.partner_ROZEGE,ROZEGEUR MANENSCHIJN,True,True,,HERENSTRAAT . 27,,3911,JB RHENEN,,account_payment_term.30joursnet,06.222.00.711,,,,ROZEGE,Dutch / Nederlands,ROZEGE,jijek930,Régime Intra-Communautaire
res.partner_ROZIER,ROZIERS,True,True,,BERGSTRAAT . 71,,2220,HEIST OP BERG,,account_payment_term.30joursnet,015 248068,,,,ROZIER,French / Français,ROZIER,cisex850,Régime National
res.partner_RTBF01,RTBF CHARLEROI,True,True,,"BOULEVARD DU TIROU, 37",,6000,CHARLEROI,,account_payment_term.30joursnet,,,,,RTBF01,French / Français,RTBF01,fomop063,Régime National
res.partner_RTBF02,DIVERSIFICATION RTBF,True,True,,"52, BOULEVARD REYERS",BOITE BRR088,1044,BRUXELLES,,account_payment_term.30joursnet,,,,,RTBF02,French / Français,RTBF02,nopob872,Régime National
res.partner_RUBY,RUBY GMBH - INTERSPORT,True,True,,BOHMGASSE . 30,,3830,WAIDHOFEN / THAYA,,account_payment_term.30joursnet,0043 284252136,,,,RUBY,English,RUBY,nipop586,Régime Intra-Communautaire
res.partner_RUDY,RUDY'S LEDERWAREN,True,True,,MARKPLEIN . 85,,1721,CK BROEK OP LANGEDIJK,,account_payment_term.30joursnet,0226-315643,,,,RUDY,Dutch / Nederlands,RUDY,gukep197,Régime Intra-Communautaire
res.partner_RUDYS1,RUDY'S BARBER SHOP,True,True,,186 . CHEE DU ROI BAUDOUIN,,7030,SAINT-SYMPHORIEN,,account_payment_term.30joursnet,065 724220,,info@rudybarbershop.be,,RUDYS1,English,RUDYS1,dupig628,Régime National
res.partner_RUN,SOCIETE RUN  (SAKAMOA),True,True,,CC CARREFOUR - LOCAL 8,,77566,LIEUSAINT,,account_payment_term.60joursfindemois,0033 160606208,0033 144550350,,,RUN,French / Français,RUN,luxur603,Régime Intra-Communautaire
res.partner_RUNART,RUN ART SARL,True,True,,CC LA MADELEINE,AVENUE DES SABLONS,28000,CHARTRES,,account_payment_term.60joursfindemois,0033 144553450,,,,RUNART,French / Français,,,Régime Intra-Communautaire
res.partner_RUSI01,ALARMRUSI,True,True,,"RUE DES TROIS FERMES, 90",,4040,HERSTAL,,account_payment_term.30joursnet,04 2782594,,alarmrusi@skynet.be,,RUSI01,French / Français,RUSI01,fopar480,Régime National
res.partner_RUSSEL,RUSSELL J. LORD,True,True,,"SUITE 20, 4TH FLOOR",34-35 HATTON GARDEN,EC1N 8NX,LONDON,,account_payment_term.30joursnet,0044 2074047708,,,,RUSSEL,English,RUSSEL,xocip169,Régime Intra-Communautaire
res.partner_RUYS,ANDRE RUYS LEDERW.(N°1550067509),True,True,,MOLENPOORTPASSAGE . 36,,6511,HW NIJMEGEN,,account_payment_term.30joursnet,0031 243240102,,,,RUYS,Dutch / Nederlands,RUYS,SandrA8,Régime Intra-Communautaire
res.partner_SACADE,SACADEAU,True,True,,CC GEANT CASINO  - AV.HAUSSMANN,,89000,AUXERRE,,account_payment_term.60joursfindemois,0033 386483257,,,,SACADE,French / Français,SACADE,xejib900,Régime Intra-Communautaire
res.partner_SACAMA,LE SAC A MALICES S.A.,True,True,,CHEE DE MONS . 18  / BOITE 33,SHOPPING CENTER,1400,NIVELLES,,account_payment_term.30joursnet,010 224029,067 211932,,,SACAMA,French / Français,SACAMA,rumar782,Régime National
res.partner_SACART,SACART,True,True,,LEUVENSESTRAAT . 70,,3300,TIENEN,,account_payment_term.30joursnet,016 896714,,,,SACART,Dutch / Nederlands,SACART,citif599,Régime National
res.partner_SACCHI,SAC CHIC,True,True,,"25 , RUE DE LA PAIX",,59300,VALENCIENNES,,account_payment_term.60joursfindemois,"03,27,33,35,92",,sacchic059300@aol.com,,SACCHI,French / Français,SACCHI,giset459,Régime Intra-Communautaire
res.partner_SACEL,NEW SACELUX S.A.,True,True,,BRUSSELS INTERN.TRADE MART,ATOMIUMSQ. 1 BOX 66 ( BOSTON 404),1020,BRUXELLES,,account_payment_term.30joursnet,02 5229239,02 5222921,maroquinerie@sacelux.be,,SACEL,French / Français,SACEL,kozof070,Régime National
res.partner_SACI,FIDUCIAL BUREAUTIQUE,True,True,,38 . RUE SERGENT MICHEL BERTHET,38 . RUE SERGENT MICHEL BERTHET,69338,LYON CEDEX 9,,account_payment_term.60joursfindemois,04.72.20.76.31,04.72.20.75.55,,,SACI,French / Français,SACI,faven330,Régime Intra-Communautaire
res.partner_SACOBO,SACOBOX,True,True,,RUE NOEL BALLAY . 17,,28000,CHARTRES,,account_payment_term.60joursfindemois,02.37.21.08.28,,,,SACOBO,French / Français,SACOBO,durug028,Régime Intra-Communautaire
res.partner_SACS20,SACS 2000 (EURL),True,True,,CC LECLERC,ROUTE DU MANS,72610,ARCONNAY,,account_payment_term.60joursfindemois,0033 233277939,0033 233277939,,,SACS20,French / Français,SACS20,joxul156,Régime Intra-Communautaire
res.partner_SADATH,HARUN SADAT,True,True,res.state_BADEN-WÜRTTEMBERG,DON CARLOS STRASSE 23,,70563,STUTTGART,,account_payment_term.30joursnet,,,,,SADATH,English,SADATH,kaneg290,Régime Intra-Communautaire
res.partner_SADDL,SADDLER MAROQUINERIE,True,True,,37 . RUE DU GENERAL DE GAULLE,BP 32,67318,WASSELONNE CEDEX,,account_payment_term.60joursfindemois,0033 388591026,0033 388591028,,,SADDL,French / Français,SADDL,rokum203,Régime Intra-Communautaire
res.partner_SADDLE,CENTRE (SADDLER) ,True,True,,"37 , RUE GENERAL DE GAULLE",,67100,WASSELONNE,,account_payment_term.60joursfindemois,0033 388591026,,,,SADDLE,French / Français,SADDLE,secog290,Régime Intra-Communautaire
res.partner_SAFAR1,SAFARI,True,True,,CC SAINT CLAIR,QUARTIER VAL,14200,HEROUVILLE-SAINT-CLAIR,,account_payment_term.60joursfindemois,0033 231953009,,,,SAFAR1,French / Français,SAFAR1,zamem386,Régime Intra-Communautaire
res.partner_SAFFI1,SAFFIA LEDERWAREN,True,True,res.state_SACHSEN-ANHALT,ALTE BRÜCKE 16,,39261,ZERBST,,account_payment_term.30joursnet,0049 3923 3050,,,,SAFFI1,English,SAFFI1,zazug114,Régime Intra-Communautaire
res.partner_SAHAN,SAHAN LDW BVBA,True,True,,"HOOIAARD , 3",,9000,GENT,,account_payment_term.30joursnet,09 2233050,,,,SAHAN,Dutch / Nederlands,SAHAN,gujer735,Régime National
res.partner_SAIDNA,SAID NAAM (Pvt.) Ltd.,True,True,,"333 R, MAIN BOULEVARD",M.A. JOHAR TOWN ,,LAHORE,,account_payment_term.ttbeforeshipment,+92 42111000174,+92 4235291672,mailbox@saidnaam.com,,SAIDNA,English,SAIDNA,loxer120,Régime Extra-Communautaire
res.partner_SAINTJ,SAINT JEAN MAROQUINERIE,True,True,,"21/23 ,  RUE SAINT JEAN",,49400,SAUMUR,,account_payment_term.60joursfindemois,02.41.5369.08,,,,SAINTJ,French / Français,SAINTJ,negaf756,Régime Intra-Communautaire
res.partner_SAJA,SAGA MAROQUINERIE,True,True,,17 RUE DE LA GROTTE,,65100,LOURDES,,account_payment_term.60joursfindemois,05 62 94 56 31 ,02.62.94.82.19,,,SAJA,French / Français,SAJA,rereb893,Régime Intra-Communautaire
res.partner_SAKADO,SAKADO GALERIES ANNEM.,True,True,,12. RUE DE LA GARE,,74100,ANNEMASSE,,account_payment_term.60joursfindemois,450 925 317,450 872 080,,,SAKADO,French / Français,SAKADO,dexuq502,Régime Intra-Communautaire
res.partner_SALAMO,SALAMONE MARIA,True,True,,RUE DE LA RESISTANCE 135,,4432,ALLEUR,,account_payment_term.30joursnet,0494 828229,,,,SALAMO,French / Français,SALAMO,sizus205,Régime National
res.partner_SALDIN,SALADINI ATELIER DU CUIR,True,True,,MACINAGGIO,ATELIER DU CUIR AU PORT,20248,ROGLIANO,,account_payment_term.60joursfindemois,0495 354685,0495 354388,,,SALDIN,French / Français,SALDIN,xidex829,Régime National
res.partner_SALESS,SALESSE MAROQUINERIE,True,True,,26 . RUE LEON BASSO,,83700,ST RAPHAEL,,account_payment_term.60joursfindemois,0033 494956202,,,,SALESS,French / Français,SALESS,cofov925,Régime Intra-Communautaire
res.partner_SALOTT,SALOTTO PAOLO LED. (N°1550067076),True,True,,DRACHMEWEG . 10,,2153PA,NIEUW VENNEP,,account_payment_term.30joursnet,0252-629160,0252-62.93.47,,,SALOTT,Dutch / Nederlands,SALOTT,xuxac485,Régime Intra-Communautaire
res.partner_SALZBE,SULZBERGER ,True,True,res.state_BADEN-WÜRTTEMBERG,MARKPLATZ . 14,,79312,EMMENDINGEN,,account_payment_term.30joursnet,0049.76.41.49.611,,,,SALZBE,English,SALZBE,vamoz506,Régime Intra-Communautaire
res.partner_SAMARA,BOUTIQUE SAMARA,True,True,,12 . BOULEVARD CARNOT,,32600,L'ISLE-JOURDAIN,,account_payment_term.60joursfindemois,05.62.07.81.27,05.62.07.81.27,,,SAMARA,French / Français,SAMARA,lalim149,Régime Intra-Communautaire
res.partner_SAMDAM,SAMDAM NV,True,True,,VANLANGENHOVESTRAAT 11/13,,9300,AALST,,account_payment_term.30joursnet,053 701180,053 770811,,,SAMDAM,Dutch / Nederlands,SAMDAM,dusod983,Régime National
res.partner_SAMMIE,SAMMIE FRED LTD,True,True,,67 HIGH STREET,,SM7 2NL,"BANSTEAD, SURREY",,account_payment_term.30joursnet,0044 1737831220,,,,SAMMIE,English,SAMMIE,xoqeb743,Régime Intra-Communautaire
res.partner_SANCHEZ,SANCHEZ-LORENZO CARMEN,True,True,,Rue Sergent Aviateur BAILLY 18,,4460,BIERSET,,account_payment_term.30joursnet,,,,,SANCHEZ,French / Français,SANCHE,jerab805,Régime National
res.partner_SANDE1,SANDS & SON LTD CO.,True,True,,3-4 BANK PASSAGE ,HIGH STREET ,CO1 1HZ,"COLCHESTER, ESSEX",,account_payment_term.30joursnet,01206 573490,,,,SANDE1,English,SANDE1,cejoq774,Régime Intra-Communautaire
res.partner_SANDE2,SANDERS LEDERW.,True,True,,GEN.CRONJESTRAAT . 34,,2021,JJ HAARLEM,,account_payment_term.30joursnet,023 5255684,023 5265061,sanders.lederwaren@planet.nl,(N°1550067537),SANDE2,Dutch / Nederlands,SANDE2,jefus266,Régime Intra-Communautaire
res.partner_SANDE3,SANDERS PUZZEL MEDIA GROEP,True,True,,GRIFTSEMOLENWEG 17,,8171,NS VAASSEN,,account_payment_term.30joursnet,0031 578572163,,,,SANDE3,Dutch / Nederlands,,,Régime Intra-Communautaire
res.partner_SANDRA,SANDRAZ MAROQUINERIE,True,True,,14 . RUE PASTEUR,,74300,CLUSES,,account_payment_term.60joursfindemois,4.50.96.16.72,,,,SANDRA,French / Français,SANDRA,xapod477,Régime Intra-Communautaire
res.partner_SANDST,SANDSTORE,True,True,res.state_BERLIN,WARSCHAUER STRASSE 72,,10243,BERLIN,,account_payment_term.30joursnet,,,,,SANDST,English,SANDST,sifus336,Régime Intra-Communautaire
res.partner_SANOCH,SANOCHIM,True,True,,"15, CHEMIN DE BORDEROUGE",,31200,TOULOUSE,,account_payment_term.60joursfindemois,0033 561610781,0033 561610781,,,SANOCH,French / Français,SANOCH,metof569,Régime Intra-Communautaire
res.partner_SANOM1,SANOMA MAGAZINES BELGIUM S.A.,True,True,,"TELECOMLAAN, 5-7",,1831,DIEGEM,,account_payment_term.30joursnet,02 7762211,02 7762399,,,SANOM1,Dutch / Nederlands,SANOM1,jubuf737,Régime National
res.partner_SAPHIC,SAPHICUIR,True,True,,CC. GEANT CASINO,,74100,ANNEMASSE,,account_payment_term.60joursfindemois,"450,38,34,63","450,38,34,09",,,SAPHIC,French / Français,SAPHIC,kadoj543,Régime Intra-Communautaire
res.partner_SARA01,SARL SARA,True,True,,"151, RUE D'ALESIA",,75014,PARIS,,account_payment_term.60joursfindemois,0033 145419187,,,,SARA01,French / Français,SARA01,rajof584,Régime Intra-Communautaire
res.partner_SARASN,VALIGERIA SARA SNC,True,True,,PIAZZA LIBERTA N°6,,33100,UDINE,,account_payment_term.30joursnet,0039 432299174,0039 432508368,,,SARASN,English,SARASN,coxof971,Régime Intra-Communautaire
res.partner_SARCON,SARCONE,True,True,res.state_NORDRHEIN-WESTFALEN,SCHUCHARDSTRASSE 20,,42275,WUPPERTAL,,account_payment_term.30joursnet,0202.28.19.539,0202.28.19.540,,,SARCON,English,SARCON,kavil407,Régime Intra-Communautaire
res.partner_SARIC,SARIC ,True,True,,"72, RUE GRANDE VINAVE",,4101,JEMEPPE,,account_payment_term.30joursnet,04 2337382,,,,SARIC,French / Français,SARIC,nopez472,Régime National
res.partner_SARRAZ,DROGUERIE SARRAZIN,True,True,,PLACE PAUL DOUMER,,26300,BOURG DE PEAGE,,account_payment_term.60joursfindemois,0033 475721204,,,,SARRAZ,French / Français,SARRAZ,gapix558,Régime Intra-Communautaire
res.partner_SAS,S A S MAROQUINERIE,True,True,,29. CORNICHE DU FRERE MARC,BP 1375,6007,NICE CEDEX 1,,account_payment_term.60joursfindemois,493 622 704,493 924 989,,,SAS,French / Français,SAS,corniche,Régime Intra-Communautaire
res.partner_SASSAT,SATURNE SOCIETE,True,True,,CC GRAND TOUR,,33560,SAINTE EULALIE,,account_payment_term.60joursfindemois,06.19.53.00.03,,,,SASSAT,French / Français,SASSAT,mamuz876,Régime Intra-Communautaire
res.partner_SASTAS,SAS & TAS,True,True,,HEUVEL 34,,5492AD,ST OEDENRODE,,account_payment_term.30joursnet,0031 413474692,,,,SASTAS,Dutch / Nederlands,,,Régime Intra-Communautaire
res.partner_SAUMAY,SAUMAY MAROQ.,True,True,,"1 , RUE DE STRASBOURG",,14000,CAEN,,account_payment_term.60joursfindemois,"2,31,50,08,10",,,,SAUMAY,French / Français,SAUMAY,javar401,Régime Intra-Communautaire
res.partner_SAVANN,SAVANNA NV,True,True,,24. DORPSTRAAT,,3520,ZONHOVEN,,account_payment_term.30joursnet,011 813 094,011 817 088,,,SAVANN,Dutch / Nederlands,SAVANN,gados559,Régime National
res.partner_SCARNA,SCARNATI,True,True,,36 . RUE ST LAMBERT,,4040,HERSTAL,,account_payment_term.30joursnet,0495.90.72.05,04 2403975,,,SCARNA,French / Français,SCARNA,locox991,Régime National
res.partner_SCARPI,SCARPINA SA,True,True,,RUE GRETRY,,4020,LIEGE,,account_payment_term.30joursnet,04 3412773,,,,SCARPI,French / Français,SCARPI,rasoc981,Régime National
res.partner_SCARPO,SCARPO BVBA,True,True,,LISSEWEGESTRAAT . 3,,8370,BLANKENBERGE,,account_payment_term.30joursnet,050 411646,050 429333,scarpo@pandora.be,,SCARPO,Dutch / Nederlands,SCARPO,gatog722,Régime National
res.partner_SCAVIA,SCAVIA S.r.l.,True,True,,"CORSO XXII MARZO, 29",,20129,MILANO,,account_payment_term.30joursnet,0039 2716508,,info@scaviaaccessories.com,,SCAVIA,English,SCAVIA,sejon999,Régime Intra-Communautaire
res.partner_SCHAFE,SCHÄFER LEDERWAREN,True,True,res.state_RHEINLAND-PFALZ,SCHILLERSTRASSE 10 A ,,67454,HASSLOCH,,account_payment_term.30joursnet,0049.911.80.48.53,479632458829,,,SCHAFE,English,SCHAFE,lekid050,Régime Intra-Communautaire
res.partner_SCHAFL,SCHAFLEITNER GERNOT,True,True,,KAISER FRANZ JOSEF STR. 11,,4820,BAD ISCHL,,account_payment_term.30joursnet,0043 613223047,0043 613227213,,,SCHAFL,English,SCHAFL,caqod953,Régime Intra-Communautaire
res.partner_SCHAR1,ELLY SCHOUTEN,True,True,,MARKT . 14,,7241,AA LOCHEM,,account_payment_term.30joursnet,573251667,,info@ellyschouten.nl,,SCHAR1,Dutch / Nederlands,SCHAR1,pinic947,Régime Intra-Communautaire
res.partner_SCHARF,SCHARFEGGER GMBH,True,True,,RAUMAUSSTATTER ,TONI SCHRUF GASSE . 15,8680,MÜRZZUSCHLAG,,account_payment_term.30joursnet,0043 38522672,0043 38522672,,,SCHARF,English,SCHARF,xoxox426,Régime Intra-Communautaire
res.partner_SCHATZ,SCHÄTZTHAUER LEDERWAREN GMBH,True,True,res.state_BAYERN,MARKT 52,,95615,MARKTREDWITZ,,account_payment_term.30joursnet,49.92.31.25.25,49.92.31.25.25,,,SCHATZ,English,SCHATZ,qobap339,Régime Intra-Communautaire
res.partner_SCHAUL,SCHAULADE,True,True,res.state_NORDRHEIN-WESTFALEN,PFARRGASSE 2,,57368,LENNESTADT-ALTENHUNDEM,,account_payment_term.30joursnet,0049 27235665,0049 272367414,ulli.cordes@schaulade-lennestadt.de,,SCHAUL,English,SCHAUL,guked860,Régime Intra-Communautaire
res.partner_SCHELL,SCHELLEKENS BV,True,True,,"BELGIELAAN, 4",,5101,ZG DONGEN,,account_payment_term.30joursnet,31 162 312 766,31 162 321 661,,,SCHELL,Dutch / Nederlands,SCHELL,gilok433,Régime Intra-Communautaire
res.partner_SCHERM,MODEHAUS SCHERMAUL,True,True,res.state_SACHSEN-ANHALT,HALLESCHE STRASSE 1,,6366,KÖTHEN,,account_payment_term.30joursnet,0049 3496214012,,,,SCHERM,English,SCHERM,xujef310,Régime Intra-Communautaire
res.partner_SCHEUL,LEDERWAREN SCHEU,True,True,res.state_SAARLAND,EISENBAHNSTR. 20,,66424,HOMBURG/SAAR,,account_payment_term.30joursnet,0049 68 412670,0049 684115274,,,SCHEUL,English,SCHEUL,mafen573,Régime Intra-Communautaire
res.partner_SCHIED,SCHIEDEWITZ & WILHELM GBR,True,True,res.state_SACHSEN-ANHALT,GRENZSTRASSE 26B,,6112,HALLE,,account_payment_term.30joursnet,0049 1775981080,,,,SCHIED,English,SCHIED,xuvoj056,Régime Intra-Communautaire
res.partner_SCHIR1,LEDER SCHIRDEWAHN,True,True,res.state_BAYERN,BADERGASSE . 11,,96450,COBURG,,account_payment_term.30joursnet,095-92652,,,,SCHIR1,English,SCHIR1,rober075,Régime Intra-Communautaire
res.partner_SCHIRT,BAZAR SCHIRTZ,True,True,,"GRAND RUE, 19",,9240,DIEKIRCH,,account_payment_term.30joursnet,00352 909325,,,,SCHIRT,French / Français,SCHIRT,mirot029,Régime Intra-Communautaire
